,,2905.mzML,2915.mzML,2910.mzML,2908.mzML,2907.mzML,2909.mzML,2920.mzML,2921.mzML,2912.mzML,2916.mzML,2913.mzML,2906.mzML,2926.mzML,2922.mzML,2919.mzML,2917.mzML,2914.mzML,2911.mzML,2925.mzML,2927.mzML,2923.mzML,2924.mzML,2929.mzML,2918.mzML,2937.mzML,2934.mzML,2930.mzML,2932.mzML,2933.mzML,2928.mzML,2945.mzML,2938.mzML,2939.mzML,2940.mzML,2936.mzML,2931.mzML,2941.mzML,2942.mzML,2947.mzML,2935.mzML,2944.mzML,2943.mzML,2958.mzML,2949.mzML,2955.mzML,2952.mzML,2951.mzML,2946.mzML,2953.mzML,2962.mzML,2950.mzML,2956.mzML,2957.mzML,2948.mzML,2968.mzML,2970.mzML,2961.mzML,2959.mzML,2954.mzML,2960.mzML,2973.mzML,2965.mzML,2966.mzML,2963.mzML,2967.mzML,2964.mzML,2979.mzML,2981.mzML,2975.mzML,2974.mzML,2972.mzML,2969.mzML,2986.mzML,2976.mzML,2980.mzML,2971.mzML,2982.mzML,2978.mzML,2977.mzML,2991.mzML,2988.mzML,2984.mzML,2985.mzML,2987.mzML,2998.mzML,2989.mzML,2996.mzML,2992.mzML,2990.mzML,2983.mzML,3005.mzML,2997.mzML,3000.mzML,2994.mzML,2995.mzML,2993.mzML,3011.mzML,3007.mzML,3006.mzML,3003.mzML,2999.mzML,3002.mzML,3017.mzML,3018.mzML,3009.mzML,3008.mzML,3001.mzML,3004.mzML,3014.mzML,3013.mzML,3024.mzML,3010.mzML,3012.mzML,3015.mzML,3028.mzML,3022.mzML,3021.mzML,3016.mzML,3023.mzML,3020.mzML,3036.mzML,3019.mzML,3025.mzML,3030.mzML,3026.mzML,3027.mzML,3037.mzML,3034.mzML,3032.mzML,3035.mzML,3033.mzML,3029.mzML,3040.mzML,3038.mzML,3031.mzML,3047.mzML,3039.mzML,3044.mzML,3048.mzML,3054.mzML,3042.mzML,3045.mzML,3041.mzML,3046.mzML,3049.mzML,3055.mzML,3050.mzML,3059.mzML,3053.mzML,3043.mzML,3060.mzML,3065.mzML,3066.mzML,3051.mzML,3056.mzML,3052.mzML,3068.mzML,3061.mzML,3062.mzML,3058.mzML,3063.mzML,3057.mzML,3067.mzML,3069.mzML,3070.mzML,3064.mzML,3071.mzML,3072.mzML,3073.mzML,
Masse (mz),Temps (min),Sample type,QC,WT,QC,QC,QC,QC,Brla,LaeA,VelB,VeA,Brla,QC,VelB,Brla,VelB,WT,LaeA,QC,WT,Brla,VelB,WT,VelB,VelB,VeA,VeA,VeA,VelB,LaeA,QC,WT,Brla,LaeA,VelB,Brla,VelB,LaeA,VelB,Brla,LaeA,QC,LaeA,Brla,Brla,WT,VelB,VelB,VeA,Brla,WT,VelB,LaeA,LaeA,VeA,LaeA,VelB,Brla,Brla,VelB,QC,LaeA,LaeA,VeA,WT,Brla,VeA,LaeA,VeA,Brla,Brla,QC,VeA,WT,VeA,LaeA,QC,WT,QC,WT,LaeA,VelB,VelB,VeA,LaeA,WT,VeA,Brla,WT,VelB,VelB,WT,Brla,VelB,QC,VeA,VeA,LaeA,LaeA,Brla,Brla,VeA,WT,WT,VelB,Brla,LaeA,VeA,VelB,VeA,WT,VeA,QC,VelB,Brla,Brla,VeA,LaeA,LaeA,LaeA,WT,WT,WT,Brla,WT,QC,VelB,LaeA,Brla,WT,LaeA,VeA,WT,Brla,VelB,VelB,Brla,LaeA,LaeA,VeA,LaeA,QC,LaeA,VeA,VelB,LaeA,WT,VelB,VeA,VeA,VeA,WT,Brla,VeA,WT,Brla,VeA,VeA,VelB,Brla,QC,WT,WT,Brla,WT,VeA,WT,VelB,LaeA,QC
110.0203,33.73,2.8532017323421896E8,5.684541360817393E8,5.537893252546514E8,5.1476224209072363E8,4.973135115444729E8,5.379314666623381E8,5.998730977366167E8,6.048160773092569E8,5.551609459881523E8,6.165399665492463E8,5.648617188996673E8,2.5819692250350007E8,5.775398928587673E8,5.786833950939364E8,5.865229296320293E8,5.80740223438744E8,5.60813916620604E8,5.616355163792695E8,6.095772730967108E8,5.730464909523506E8,6.31104850645132E8,5.817273969757202E8,5.515578692669668E8,6.36811490798215E8,5.775504366009775E8,6.167247692552105E8,5.724681645766643E8,6.3671574266155E8,5.963787029933239E8,5.990329219034461E8,5.640081897794032E8,5.674769896810446E8,5.978286792281139E8,5.823691139064844E8,5.629746204835174E8,5.97024170695364E8,5.400334116615165E8,4.8000915188410515E8,5.729893033622705E8,5.853553013250235E8,5.941005666121935E8,5.597195429050275E8,5.899463656788747E8,5.860645773591297E8,5.553689100851532E8,5.227618754117004E8,4.990162917918983E8,4.822961968787879E8,5.675288349086943E8,5.451373649257948E8,5.587710739633592E8,5.787795044016061E8,5.681696030455432E8,5.1489538003835976E8,5.621783117037989E8,5.801662921368854E8,5.584482852097741E8,5.567548967734671E8,5.377063459014748E8,5.628159733463684E8,3.424030150427476E8,5.275510452776219E8,5.593335036406354E8,5.502676789214779E8,5.49230991890182E8,5.662585478576941E8,3.549212930711431E8,3.9496654042342925E8,3.6696781808493453E8,3.505276662215161E8,3.374275922693845E8,4.892987242748118E8,3.782539048894652E8,3.8332739598860306E8,3.916824380053892E8,3.2379419246606827E8,4.2025747291374624E8,4.04597735878205E8,4.051407220931539E8,3.829847589254068E8,4.211164533877445E8,4.4497051345311934E8,4.3680555452474976E8,4.2000432607399493E8,3.8511167018958396E8,4.021776301893274E8,4.069311234696028E8,4.2725004734661394E8,4.3484368362193906E8,4.2343270871332353E8,4.1749896470536584E8,3.899303637701672E8,3.899933955462542E8,4.3020675178940076E8,4.0184623288159555E8,3.8439292323066163E8,3.660762753066626E8,3.6852872983716756E8,3.670919212992296E8,4.122263172410395E8,3.4558206558860755E8,4.0447615892543334E8,3.492118425761874E8,3.517971486742734E8,3.573742828318645E8,4.098274637724154E8,4.257387155790464E8,4.120564280702694E8,3.9545820425463873E8,3.773505591836484E8,3.618403687124589E8,4.206897976392224E8,4.2507907149958354E8,3.7352384326207924E8,3.6620066042894274E8,4.1146992799596715E8,3.770288806111437E8,3.747069056875366E8,3.918768332825063E8,4.006326741195308E8,3.54886579552481E8,4.137842532528345E8,3.783278869112998E8,3.982070159821465E8,4.1016037214189893E8,4.092611823363325E8,3.4876415595367634E8,3.6949389244654715E8,3.98318230336624E8,3.848926352928872E8,4.1817274495440596E8,4.210097206283698E8,3.511554136844866E8,3.5146083763365525E8,4.285766605223401E8,3.959371122039515E8,3.8756689769786847E8,3.5295850974479395E8,3.5025671959246063E8,3.889253083283212E8,3.810847507902542E8,3.789187835541531E8,3.812167575895258E8,3.7851493621757704E8,3.630777183073013E8,3.7024656049255586E8,3.9834198607376564E8,3.7293717534558773E8,4.233191607103518E8,3.396692652830391E8,3.7800437447785723E8,3.747534361252563E8,3.522108105986539E8,4.024807798697932E8,4.107482001934515E8,3.5523574904599553E8,3.608881807741177E8,3.689810843086408E8,4.0872061576229167E8,4.4827698631464267E8,3.691775584781634E8,4.173987979471872E8,3.7618099958500695E8,3.950775373287261E8,4.210771799104154E8,3.9561249619292986E8,3.661191643644928E8,4.3406980476287335E8,4.1826032382388705E8,
610.1807,31.62,6.343983753738166E7,1.0592549192015674E7,7593518.69306259,6690793.193953075,6762114.682968663,7244127.800765693,4887764.795437488,126499.62610546968,3.186025979273453E7,1.0132239704812404E7,6595489.153031197,8702712.903281182,6139506.085382726,4339045.828124985,5658932.3943516305,1.6270327258968698E7,1.9278384326812405E7,7308328.982085989,5237501.45634388,5898059.493093769,3.1807424071078327E7,2.5362385626937684E7,4895317.833093691,4236172.632515555,2614055.8559999387,1.7615338005375266E7,8923279.26534379,9122860.491421852,4139143.9548749975,8293352.918390691,1159745.532269532,240907.8662871109,451698.7959931622,511937.9707719729,7.125187340146862E7,1.900300044468767E7,5970436.334999969,1273588.8883945274,1195860.4622226595,6958686.708562484,3194420.247562537,6240784.179562426,5796642.625031357,6046058.424187449,6349962.907359356,6626046.93618745,866444.1625576083,8402222.273625126,9891860.657859102,732318.039420406,1.066968859521089E7,4304835.093281227,1.70270398244063E7,1.1998402060289074E7,6055767.824859319,3.30285994297734E7,9872728.204312492,3.0736837184062928E7,1.8394874882531334E7,3712302.1560468846,1355226.096103992,4290970.760671837,1.1119368053156404E7,2.1074641667578146E7,7537718.809031355,1.1006096060578117E7,1307321.438637454,6075631.543734324,3244893.0519843525,2958383.739697294,2617692.859785666,1.2297473598000186E7,1749370.1873518066,3379736.2763906782,3100826.5145032066,2382588.709702864,4431082.36431442,2421860.428328604,3932608.267851547,1158176.296891119,1058641.3841726035,907835.6891030269,8168803.441875001,3654833.4938906203,1.1108099632874968E7,4910529.730218815,1347152.8665710548,1334491.3138103096,1353029.4628161506,972574.5672055621,74611.93281372069,4608445.036500016,7544712.754875101,2505653.5307577564,4500966.118546887,5619988.544906313,2604643.605555907,3011087.897156251,2862583.8525468926,4321760.960765552,3528439.8650156218,1103574.1108154163,5562414.025359433,2567262.7399072,1199066.4135007362,3491800.044375084,2695262.4283534866,1314588.955357184,1.0988329841835923E7,2291596.0936926254,1077498.962678472,2465960.746734386,2401551.781242153,2431333.672294923,1123875.5910065991,1141390.6942712483,2085032.3987607162,2087069.2013481408,2767972.05365625,7087373.738906306,1261295.7961039958,3988010.7690937067,3463234.9876875537,6699719.019937479,2843627.035653837,2372907.010331522,2566562.1990937856,2208100.8057406945,999705.6930153777,6615052.648218724,3153559.4725041366,2135128.8391230707,1174851.8608593647,3838988.77816848,1073821.812057485,9366679.035046909,1309029.5168444708,2338754.9930244205,2347396.3468593154,2902578.8939999505,2997393.230906304,2948961.916781297,3143609.644373972,2146582.1906930883,1240431.0343421688,1.1873676709171977E7,2744286.95896871,3497364.542211579,1.0837482538500052E7,3079588.5530071747,2564337.739023949,3182778.5968579142,1244557.2237312112,8226015.990843762,2680521.3809604743,2824209.4905157597,9637785.913031168,2672878.929490013,1227116.2576376805,3293798.377195337,2195811.654358153,3009886.3525283146,1067169.3310649507,3315361.396640688,1135035.085622305,6533920.09275011,2723178.135000031,2347425.185648452,3373711.8850311805,
536.1629,29.90,3.360728137638368E7,1.4015834636484455E7,1.6465541851078127E7,1.6009240821468495E7,1.5339037320749825E7,1.65216012690002E7,1.0575353216976637E7,569828.949916992,1.3334878202718684E7,1.797546067490627E7,1.419801263235945E7,2.6451383799281307E7,1.2548485699359512E7,1.1402562788531419E7,1.2907353145124951E7,1.6203334792687373E7,1.1970414549234597E7,1.6875885174562324E7,1.3864687243851213E7,1.2995369930812625E7,2.0434004849999823E7,1.7320941934500065E7,1.3915866382124867E7,9546311.437031094,1403759.5214853387,1.5304127529656196E7,1.5355995352382738E7,1.5363808046624519E7,1.1056797433499906E7,1.750833497205459E7,832818.7959748607,512021.75015625264,461395.98024169484,328981.04254686856,2.5977067797187455E7,1.4059508166327924E7,1.1498886577945327E7,724337.496972659,910675.5608844099,1.3418779008093566E7,1.4063013508664269E7,1.1704953214828212E7,1.115310557981259E7,1.1136685422187254E7,1.173721917454699E7,1.5706182062343651E7,817814.3615994954,1.623475750068771E7,1.4428705526226657E7,1160188.7172645363,1.3160575169015655E7,1.276230475790628E7,1.5774781655765854E7,1.7119848955031574E7,1.159068286631248E7,1.3647574561265698E7,1.713907175974227E7,1.7019102584648527E7,1.4239891505343856E7,1.439433198028137E7,1319942.7703502097,1.0058541577640772E7,1.618130398650026E7,1.9512225672937628E7,1.682797849096878E7,1.6738359149624955E7,1602697.838880626,5462519.531367311,5500405.729781351,4059784.074656218,4852331.203148472,1.5260277518343396E7,1901892.8778573915,3781039.2813282204,5590832.3205000665,4459473.41934374,6134322.437906119,4084241.866734262,5343288.175968777,1972132.9973444794,1483862.523837909,1649184.5089159964,6452365.078499846,4676372.783531297,4729241.923640728,5155176.681000029,2026818.2249568072,1783788.4950677599,1954485.12271141,1733160.8406100937,1679111.4528603333,5779774.8835782,7549443.524390861,6782894.349562371,6522499.195452991,7553316.78489856,3601616.4301875266,4459507.409437473,5317420.926937605,6088360.595437537,7874331.627515583,1775706.8292766127,4093776.1277578766,4090542.9055311983,1774808.093153702,5749225.067789104,4393807.671117237,1882986.3180856777,6331331.8103202805,3595697.730867151,1637207.5332747966,6484106.18662507,5084924.793421785,4236740.097374997,1822353.5502619771,1679846.0221801905,4000254.9342421987,3390840.461156284,4885352.599453161,5728136.646656155,1898406.5084095239,5472939.758062453,4851983.1339844465,5804573.845031175,6069420.258797073,4312078.151249902,3630184.9626563215,3701819.9275310994,1462819.1680477415,5884911.246914101,5420921.586468742,3560770.2256875895,2033700.4650768954,4164480.305976469,1570041.043654536,4183469.9291718784,1855979.207336409,4281671.431218672,4322039.301984302,3660441.94673431,7024934.343257739,5502651.2322187,5538067.830375016,3690738.989249905,1846367.0927739365,4970685.439874978,6520296.271827906,4590426.100734405,6075753.711046863,5146933.472367299,4154284.925203113,4095424.150710904,1582590.4640797267,5303886.796874991,4495805.144484276,5187759.706499884,4742095.299234236,4394980.576500144,1619571.702870113,6586423.785843847,4988978.940890643,3930865.5418594666,1581337.9944155426,3684234.3407812407,1661463.4044312546,5620348.280414009,3952435.0448436635,5529140.115843773,6896688.548437482,
612.1814,31.56,2.65643087823745E7,3805214.330203133,17280.29065136705,63750.666515624136,177998.66992382944,126652.52306249828,2026646.5305820217,92677.75671093738,1.1749228587187616E7,3824773.4260312067,5692.439091796766,10737.965563476908,2351554.2789374674,1885017.6925283219,2269186.3643261786,6655304.75132811,37814.47812890628,21106.618347655964,2262370.7387592955,2583375.6578781814,1.337643224835947E7,1.0602120483398505E7,2085594.2177475675,1148376.4119843822,1083660.482091769,7262408.403937619,3571737.39714845,3660811.1055937433,1838552.0831476895,3331114.866890648,10644.291448242413,182020.15191063817,45965.53030371037,181947.49256689477,3.065147961539056E7,7867148.02516415,2737099.281279766,193011.36236132844,30104.11458984317,2692402.4386874954,544219.5129375069,2110857.640453109,1974164.0319843986,658010.4862500059,1631975.081624997,50878.35703125193,34344.87247265446,2799750.7127813213,4287.312162597747,31253.23427929562,4005054.131624976,1575935.6850000124,7027589.929359416,4104095.3201249675,2320404.5442187283,1.4027925286101531E7,3769307.0254218634,1.2904310602968927E7,4495769.208749952,1496869.110410164,13715.98015100083,1385032.7617968703,4491233.921625071,8773387.107328137,3010483.4408906815,4472794.464796868,515980.646963745,3665819.6724429843,17632.455967895297,13951.006986694301,3009.5509130859846,4945888.9130156925,586998.1727047117,17075.24774230941,1240680.1731976455,6242.304287108949,1928358.3648727883,960747.1552543911,1840700.918850581,453050.0616983661,430935.6277082505,360343.17818701133,4293100.220332032,1814371.448221437,24433.730139038296,2385845.9742568526,25500.03954345719,512027.4760166045,512943.74117614276,403763.16447326477,15470.000265563925,10367.042372680864,7471.849358825813,23670.35688500959,22902.245067260734,3686810.8991077705,1045610.2481975087,1563147.928564994,1367173.792895882,6756.321302856362,28929.709076843297,21539.199404296975,2662384.2841666555,1011047.7704666628,454883.0368872079,1651947.9827036348,15569.631636474616,10565.76345574946,5045641.759445393,892373.8465880123,431897.9802894311,1260279.5014947657,980688.5494707511,991303.7397531731,377977.0999097928,394770.7071828041,814778.5444423725,801764.7836407458,1386477.0468478953,3382076.4012268144,467367.61709545593,2051819.996406723,1671346.7172079657,3234438.89626265,1177511.769027478,988338.4563250018,1430745.5894542383,901411.3759987665,396481.91856445133,3138953.00152039,1206146.479756342,897162.6823154395,9747.679560424776,1592543.146352246,403395.35667370167,4440303.084329797,512335.5206202342,12439.678055603024,1179066.4554416954,1381784.367043371,8974.38577276608,1495445.7057958536,1314388.9447880625,849230.7449527464,445104.20153686806,5384062.919087782,1329453.6613502032,1374260.5559557015,4977814.457180963,9269.577749084447,952286.173348215,1201926.1554393342,492552.3689150425,3790911.25511631,4163.684166503971,1124203.08647663,4419673.455827607,1032875.4210256445,452342.24121679144,1504055.0138254524,797860.508975097,1201608.4622039774,456021.06225952477,1647670.2437285366,425370.99643194245,3026472.2594331843,1363265.0461834827,1172709.773895641,7792.991494262838,
111.0205,33.40,3.230666507175023E7,3.057036415809419E7,2.9623806280687384E7,2.8525494590999912E7,3.212509627575029E7,3.0990417148874447E7,2.8534675603312593E7,2.8036667149874896E7,2.811188837840665E7,2.6570351035687298E7,3.1170844407656264E7,3.3006597646124877E7,2.882967496593794E7,2.8430467037249915E7,2.9438139014812086E7,3.0536211623062193E7,2.798733497306256E7,3.083769998287509E7,2.7968693342296638E7,2.941406868056221E7,3.0473848700297277E7,2.8158571784343816E7,2.7804139037390575E7,3.02614464348749E7,3.0279420213187765E7,2.642988195609377E7,2.6934254697281454E7,2.6101629005624972E7,2.8160085762281228E7,2.7054807241499968E7,2.603296659412479E7,2.773853722921899E7,2.702105107471872E7,2.6719833875460677E7,2.9499512560968615E7,2.5862418487125162E7,2.7011559348515537E7,2.7691545251062166E7,2.6134325564156424E7,2.6213063982937563E7,2.361511527300006E7,2.5940194523742035E7,3.0454123799250122E7,2.8277058710625477E7,2.960302780903114E7,2.486389143787503E7,2.8590743533687223E7,2.7751085770266056E7,2.8761250108874943E7,2.837291961848426E7,2.7474383703187436E7,2.7591041358656555E7,2.8375954591312412E7,2.6215645745624993E7,2.779996168935964E7,2.88447470192811E7,2.959546913662465E7,2.7873488958562415E7,2.7947905881281313E7,2.8325022483585916E7,2.383343769527345E7,2.9104587566484127E7,2.7523374566437438E7,2.796222662700021E7,2.593213609148418E7,2.7914218262999848E7,1.9287798613546904E7,2.478217302862493E7,2.134995803221882E7,2.128707430931236E7,2.3724633418593958E7,2.762370153194546E7,2.265302774615663E7,1.9678065211312585E7,1.975353764868753E7,2.348807631557818E7,2.2533785691656116E7,1.9397454580312397E7,2.1450202837499972E7,1.9070309551124778E7,2.1347496159187373E7,1.9204206133218866E7,1.980926513470342E7,1.986568305131265E7,2.046841149806261E7,2.0704233880523328E7,1.77169459288125E7,1.954475610234362E7,2.0376306702562694E7,2.3184340178625174E7,1.929700520306226E7,1.9196626719187498E7,2.080536742087491E7,2.0175970366312403E7,2.1574717619718462E7,1.9834476449437592E7,1.9766099786343858E7,1.9942930121437803E7,1.884957478359356E7,1.9711620462046914E7,2.0379312760218617E7,1.7494904642624933E7,1.846297501556235E7,1.914686581312489E7,1.7850428085843503E7,1.853475943087489E7,2.003956973953102E7,1.8974763564937245E7,2.1286631472234182E7,2.1348002104875047E7,1.9817911641562182E7,1.972422984843756E7,1.9526419100250162E7,2.3122557982500065E7,2.1133349629218973E7,2.115066362118735E7,2.0554376393812504E7,1.9247217441937476E7,1.8586326849655826E7,1.9989903445312824E7,2.115140279268781E7,1.9200247851750024E7,2.0735745035718698E7,2.085731350256242E7,1.9987093097672097E7,2.1293306755874604E7,1.8826980431812603E7,1.8365665712625E7,2.1620982540234566E7,1.8910887114375368E7,1.870058287275E7,2.21214521808748E7,1.8666225856640875E7,1.959753610931279E7,1.925005871990594E7,1.9815033525046695E7,2.125199981718747E7,1.9656698494734284E7,1.823066048193768E7,2.135431531031243E7,2.0829503969812565E7,2.042972428879656E7,2.041253930071898E7,2.0871357780140545E7,1.8893691126187686E7,1.9054770951937184E7,2.0023737625312395E7,1.9646599713187523E7,1.7989244974874783E7,2.1689711164593834E7,2.00460347268046E7,1.9458542432250116E7,1.958485030012508E7,2.093942226121886E7,2.074505628482805E7,2.0293129588312488E7,2.157640606762516E7,1.8319599480468865E7,1.9388716688718643E7,2.210239745643757E7,1.950970584224977E7,1.954874237109356E7,1.7790549110765472E7,1.9601039550374854E7,1.894404119981246E7,2.0800074257343672E7,2.0364354124171693E7,1.8354798050062533E7,1.9132295781187586E7,
182.9852,33.66,6.386835766068787E7,1.1689161891668622E8,5.7179176612031266E7,1.0266422514951557E8,5.6930725010812365E7,5.773912574268706E7,1.2078133250881629E8,1.2292362938944612E8,1.1475822123694803E8,1.2742935409963483E8,1.1539245543636596E8,5.823308375090631E7,1.1484107526141854E8,1.1745926908852378E8,1.1835772234772728E8,1.1908320059220982E8,1.1324801767514199E8,5.763119069615619E7,1.228415216618847E8,1.1494408985426964E8,1.2757067225174144E8,1.1514560567210145E8,1.0719415535451856E8,1.3238402231803416E8,1.1945423489243756E8,1.2807304888591392E8,1.1186767336959451E8,1.2892102371620491E8,1.2298591885655826E8,1.1895621231305693E8,1.1575067144124493E8,1.1834066442730375E8,1.2188140448881073E8,1.1849318547840361E8,1.1784821913282117E8,1.2252475601375045E8,1.0728265008798687E8,9.246472196751265E7,1.1993336810248262E8,1.220912221412707E8,1.2291496810832226E8,1.1304251289868633E8,1.2298126981641203E8,1.2422777516907126E8,1.1567012108555007E8,1.0732293367457251E8,9.9746476051913E7,9.46578095107267E7,1.2028500280754095E8,1.1476226625381239E8,1.177020664725468E8,1.2118612951394147E8,1.1787378115780161E8,1.0629036822992301E8,1.1804385660967103E8,1.2050291000578387E8,1.1639138927731651E8,1.1546759289592668E8,1.0768835941644299E8,1.174454294876074E8,8.713637806783013E7,1.1053315196338767E8,1.1728672408879915E8,1.1390845105175713E8,1.1671236250500824E8,1.194439254800699E8,9.97208916717653E7,1.1517172875475758E8,9.745373000938912E7,9.179477861663403E7,6.084721443562499E7,9.959994943557253E7,2.7885945143338792E7,1.0519702303825828E8,7.301996210777047E7,7.960871219791985E7,1.2331191369340296E8,1.1446195688285732E8,1.1269757592594273E8,1.1143570986278884E8,1.2371166428295988E8,1.3170701248788582E8,1.2934436027920309E8,1.2339694760189788E8,1.1074705800541402E8,6.6954448014401086E7,1.1861353262906821E8,4.075765274053408E7,1.2661316131569944E8,1.2621570105551812E8,1.2093772732170373E8,1.137896150796817E8,1.1296514768568611E8,4.435496715061951E7,1.1971641710108784E8,7.433122870538041E7,1.0277938891706267E8,1.0280325999779725E8,1.0373676982926852E8,1.1894549246503723E8,9.753965434520657E7,1.175852057317674E8,1.0097469511643831E8,1.0267145420619139E8,9.884515432898116E7,1.1692311658424601E8,1.2545523798894563E8,1.1913206962011138E8,1.1679851847356495E8,1.073791310437676E8,1.0445099719003129E8,1.2033283395411642E8,1.2334692284294544E8,1.0785172481198145E8,1.0536620688866477E8,1.2359601009125035E8,1.1248703918291609E8,1.1134153078926557E8,1.1629748343501432E8,1.2010834146053518E8,4.5548417213601306E7,1.2494610520791225E8,1.0961602846574424E8,1.1957589385782422E8,1.2141949588860524E8,1.2173390226269947E8,6.956691093509758E7,1.0857864449799028E8,1.1767072649432549E8,1.1620583164682066E8,1.2499590446757291E8,1.2480509175732923E8,1.0715400656635547E8,1.0346613806973042E8,1.2045023818745184E8,1.1563804603209803E8,1.1911191413624986E8,1.0939144345340607E8,1.0261020219871868E8,1.075537640402108E8,1.193592959312404E8,1.1806974410976559E8,4.592948777247972E7,6.916007399824809E7,1.0574978288556463E8,1.0059973939789295E8,1.176090412808784E8,8.599395745875005E7,1.1998062599212487E8,1.0201801106447762E8,1.0592855727324288E8,1.045130270249239E8,1.0152453260408732E8,1.1887753936412111E8,1.1284700180978343E8,9.9669093914379E7,3.3356707585289348E7,1.0286973800089455E8,1.1865813425387096E8,1.256896339593604E8,1.0374336401231973E8,1.1625170758901367E8,4.503896148690232E7,6.0867824517181404E7,1.2362988236740704E8,5.026419297041601E7,1.0339751381755064E8,1.2500092276065235E8,1.2011056055464584E8,
131.5335,33.40,2.4325103541890904E7,2.29781164584847E7,2.1014059554937467E7,2.0953775936624948E7,2.4392347796906322E7,2.3599611276843343E7,2.002384663425001E7,2.0924480269406185E7,2.2384568074218877E7,2.0409379283062425E7,2.3277437696062513E7,2.5870877183718596E7,2.1112100350312833E7,2.0543093656031393E7,2.191467426056219E7,2.07916968112498E7,2.2369647394781355E7,2.2875398173406288E7,1.9640078695077967E7,2.0385343359937303E7,2.2497839647781644E7,2.084374515295321E7,2.0645191242421847E7,1.8575134186687395E7,2.128829874421896E7,2.088722104640625E7,2.02627634256564E7,2.117116142446887E7,2.0882215487812534E7,2.0157439778156262E7,2.1380116552031033E7,2.0056885981593993E7,1.997753485556248E7,1.9235955862593565E7,1.952269567031233E7,2.1676105115718793E7,1.916378861981239E7,1.9708395944999985E7,1.9811045100047007E7,2.2630470827437535E7,1.8885246198000163E7,1.919796066178113E7,2.0600227555687614E7,2.0621456921437763E7,2.2883142069328148E7,2.1193871054718748E7,2.166652443196853E7,2.0198641621031664E7,2.0770150922906227E7,2.0855647734749995E7,2.0869453021874983E7,2.085128455996899E7,1.9839358472953048E7,1.8458519454374928E7,2.212649680579695E7,1.9622375194687404E7,2.2241965018218584E7,2.0674002790218696E7,2.1207360032156296E7,2.0860501444687482E7,1.3648627968796905E7,2.1481855977140438E7,2.0217305944031186E7,2.0794319814000197E7,1.9341182810437366E7,1.9349436802124888E7,1.4625357277781352E7,1.5351604162453009E7,1.5573681894281305E7,1.5451188625078043E7,1.7051221714172017E7,2.1770821961343847E7,1.5516928212187767E7,1.564856277628137E7,1.6052442994687425E7,1.6034702240953157E7,1.6128433691203034E7,1.4165465493187401E7,1.414835401762505E7,1.3277428015968595E7,1.4597586299531134E7,1.3181561922562573E7,1.4207679271406323E7,1.5304850769187536E7,1.4107779329906302E7,1.2737534552812371E7,1.449320071659384E7,1.5318188287921691E7,1.3272582045000102E7,1.6388894218781404E7,1.5441440735296741E7,1.451471377715627E7,1.5856964462437507E7,1.4580580283343688E7,1.5124257253124785E7,1.345036984490616E7,1.4699514085687593E7,1.4085063288703298E7,1.298705451937493E7,1.5010574734874992E7,1.5430698411187507E7,1.5764357989874944E7,1.2742207106249873E7,1.3539522357468536E7,1.5043344470812365E7,1.3781494079999952E7,1.3925777884124808E7,1.6509298232531141E7,1.5275735506265478E7,1.3927046776781304E7,1.3204013826046696E7,1.546006292962505E7,1.4403793218187623E7,1.5372413510343833E7,1.401160036837515E7,1.4269664116781157E7,1.4139746037656227E7,1.5518441304843605E7,1.5234689902593544E7,1.3596311709140854E7,1.3918235302312635E7,1.3342297120968774E7,1.2855625510875052E7,1.364591813681246E7,1.3370119255898591E7,1.3569413832749737E7,1.3710313631250096E7,1.2570201152343867E7,1.3943163731390748E7,1.229282925571896E7,1.2516046418249996E7,1.3045510494468536E7,1.2990723144328296E7,1.4121923862047045E7,1.2706417150781047E7,1.343432230767177E7,1.2443071876828121E7,1.2377394848062426E7,1.2867624185625149E7,1.576524110231243E7,1.3205777900812594E7,1.4018085893741952E7,1.3178748079078183E7,1.2924268474453073E7,1.4456385849281283E7,1.316966158209366E7,1.4339298306281175E7,1.4987762760374915E7,1.3396356869812347E7,1.5051526940578207E7,1.4209810883906145E7,1.42228612865626E7,1.411095204314071E7,1.4097484740187582E7,1.3310574839812486E7,1.4658786663562477E7,1.3385380946062583E7,1.4812859684765577E7,1.4919997006406214E7,1.4417311606875047E7,1.5993082184249917E7,1.4435524122749852E7,1.3594119525843823E7,1.3527457744406143E7,1.3783848952031195E7,1.494424363415615E7,1.4637056533312373E7,1.3594476948375063E7,1.4539363689937508E7,
